timestamp,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,ES_SENSOR_KB_SENT,ES_SENSOR_KB_RECV
1649319190,2,0,0,4777492,108640,2023084,0,0,0,0,703,1084,1,1,98,0,0,
1649319194,0,0,0,4777744,108640,2023084,0,0,0,0,800,1170,1,0,99,0,0,
1649319198,0,0,0,4777744,108648,2023084,0,0,0,0,496,852,0,0,99,0,0,
1649319202,0,1,0,4777744,108656,2023076,0,0,0,8,719,1057,1,0,99,0,0,
