timestamp,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,ES_SENSOR_KB_SENT,ES_SENSOR_KB_RECV
1649669648,5,0,0,3231336,27452,562668,0,0,0,0,56666,140382,5,27,68,0,0,15.3039,0.979688
1649669662,3,0,0,3231212,27456,562660,0,0,0,2,58542,144165,2,28,70,0,0,19.1299,1.22461
1649669676,4,0,0,3231448,27464,562660,0,0,0,0,59135,144473,1,25,74,0,0,15.5053,0.992578
1649669690,2,0,0,3231204,27472,562652,0,0,0,0,58480,143216,1,24,75,0,0,15.3039,0.966797
1649669704,2,0,0,3231092,27480,562668,0,0,0,2,43710,127709,2,23,76,0,0,15.3039,0.966797
1649669718,5,0,0,3230784,27488,562692,0,0,0,0,56252,138583,5,19,76,0,0,15.5053,0.992578
1649669732,1,0,0,3230912,27492,562692,0,0,0,0,57488,142390,2,24,74,0,0,14.4984,0.928125
1649669746,2,0,0,3230856,27496,562700,0,0,0,2,59718,145973,4,21,75,0,0,15.5053,0.992578
1649669760,4,0,0,3230752,27500,562700,0,0,0,0,58430,144012,1,16,83,0,0,15.7066,1.01836
1649669774,3,0,0,3231020,27504,562684,0,0,0,0,57491,142580,1,18,81,0,0,15.3039,0.966797
1649669788,2,0,0,3230412,27508,562676,0,0,0,2,43103,125546,5,20,75,0,0,19.1299,1.22461
1649669802,3,0,0,3230968,27512,562676,0,0,0,0,46948,138209,2,18,80,0,0,15.3039,0.941016
1649669816,3,0,0,3231780,27520,562668,0,0,0,0,57881,143174,2,20,78,0,0,19.1299,1.21172
1649669830,1,0,0,3232000,27528,562668,0,0,0,2,57812,143281,2,20,78,0,0,18.123,1.16016
1649669844,4,0,0,3231120,27536,562668,0,0,0,0,58537,144279,2,21,77,0,0,15.3039,0.979688
1649669858,4,0,0,3231112,27544,562672,0,0,0,0,58915,146371,5,19,76,0,0,15.5053,1.00547
1649669872,5,0,0,3230656,27552,562700,0,0,0,2,57597,142323,3,20,76,0,0,14.4984,0.928125
1649669886,3,0,0,3231044,27560,562704,0,0,0,0,57641,142465,2,19,79,0,0,18.9285,1.21172
1649669900,5,0,0,3231044,27564,562704,0,0,0,0,58327,143021,2,17,82,0,0,19.117,1.22461
1649669914,2,0,0,3231400,27572,562704,0,0,0,2,45485,133503,1,14,85,0,0,15.7066,0.992578
1649669928,2,0,0,3230488,27580,562688,0,0,0,0,52237,135120,5,23,72,0,0,15.3039,0.979688
1649669942,5,0,0,3231200,27588,562688,0,0,0,0,58324,143529,1,21,77,0,0,15.5053,0.992578
1649669956,4,0,0,3231452,27592,562688,0,0,0,2,58430,143475,3,19,79,0,0,15.5053,0.992578
1649669970,3,0,0,3230972,27596,562688,0,0,0,0,45128,130010,2,21,78,0,0,15.5053,1.00547
1649669984,4,0,0,3231060,27600,562688,0,0,0,0,58527,143226,3,22,76,0,0,15.5053,0.979688
1649669998,3,0,0,3230932,27604,562688,0,0,0,2,56223,137412,5,22,73,0,0,15.5053,0.992578
1649670012,3,0,0,3230932,27612,562688,0,0,0,0,58004,143132,1,22,77,0,0,14.4984,0.928125
1649670026,3,0,0,3231192,27616,562688,0,0,0,0,58890,145707,1,19,80,0,0,15.3039,0.979688
1649670040,3,0,0,3231328,27624,562688,0,0,0,2,57698,143055,2,23,75,0,0,15.3039,0.966797
1649670054,3,0,0,3230916,27628,562688,0,0,0,0,55473,141236,9,20,71,0,0,15.5053,0.979688
1649670068,4,0,0,3229952,27632,562688,0,0,0,0,56514,137840,6,21,73,0,0,15.3039,0.979688
1649670082,2,0,0,3230212,27636,562688,0,0,0,2,58447,144005,2,19,79,0,0,15.5053,0.992578
1649670096,2,0,0,3231200,27644,562692,0,0,0,0,58014,143173,2,25,73,0,0,18.9285,1.21172
1649670110,4,0,0,3230612,27648,562688,0,0,0,0,57710,142845,2,27,72,0,0,18.3244,1.18594
1649670124,2,0,0,3231100,27656,562688,0,0,0,0,57923,143028,2,22,76,0,0,15.5053,0.979688
1649670138,3,0,0,3230764,27656,562688,0,0,0,0,55637,136890,6,21,73,0,0,15.5053,0.992578
1649670152,3,0,0,3230496,27664,562688,0,0,0,0,57452,142333,2,23,75,0,0,18.123,1.16016
1649670166,2,0,0,3229992,27672,562688,0,0,0,0,58044,143371,2,21,77,0,0,15.5053,0.992578
1649670180,2,0,0,3230368,27680,562688,0,0,0,0,57800,143307,2,20,78,0,0,15.5053,1.00547
1649670194,4,0,0,3230724,27688,562688,0,0,0,0,57615,142812,2,20,79,0,0,15.5053,0.979688
1649670208,7,0,0,3230252,27692,562688,0,0,0,0,55689,138873,4,24,72,0,0,15.5053,0.992578
1649670222,1,0,0,3231144,27696,562688,0,0,0,0,58467,143321,1,18,81,0,0,15.3039,0.979688
1649670236,3,0,0,3230168,27700,562688,0,0,0,0,43530,128156,2,20,78,0,0,19.1299,1.22461
1649670250,4,0,0,3230148,27708,562692,0,0,0,0,57778,143304,3,21,76,0,0,14.6998,0.941016
1649670264,3,0,0,3231120,27712,562692,0,0,0,0,58056,142164,2,21,77,0,0,15.5053,0.979688
1649670278,2,0,0,3229860,27716,562692,0,0,0,0,56760,138585,6,19,75,0,0,15.7066,1.00547
1649670292,3,0,0,3230364,27724,562692,0,0,0,0,58505,144357,1,14,85,0,0,18.123,1.16016
1649670306,1,0,0,3230512,27732,562692,0,0,0,0,57905,143415,2,20,78,0,0,15.3039,0.979688
1649670320,2,0,0,3230728,27740,562692,0,0,0,0,58942,144076,2,21,77,0,0,14.6998,0.953906
1649670334,2,0,0,3230980,27748,562692,0,0,0,0,58187,142861,2,20,78,0,0,15.1025,0.966797
1649670348,5,0,0,3230272,27756,562700,0,0,0,0,33392,114902,5,22,72,0,0,19.1299,1.22461
1649670362,2,0,0,3230532,27764,562700,0,0,0,0,43858,127770,1,24,75,0,0,19.1299,1.21172
1649670376,3,0,0,3230332,27772,562700,0,0,0,0,62220,152856,2,18,80,0,0,15.3039,0.992578
1649670390,1,0,0,3230876,27780,562700,0,0,0,0,57812,143105,2,22,75,0,0,18.3244,1.18594
1649670404,2,0,0,3230876,27788,562700,0,0,0,0,57816,143440,1,15,84,0,0,15.3039,0.979688
1649670418,5,0,0,3230632,27796,562700,0,0,0,0,43505,126138,5,19,76,0,0,19.1299,1.22461
1649670432,2,0,0,3230200,27804,562692,0,0,0,0,35005,122974,2,15,83,0,0,15.3039,0.966797
1649670446,3,0,0,3230328,27808,562692,0,0,0,0,57771,143215,1,24,75,0,0,15.5053,0.992578
