timestamp,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,ES_SENSOR_KB_SENT,ES_SENSOR_KB_RECV
1649336771,4,0,0,3292564,2740,528016,0,0,0,0,57797,143218,3,19,79,0,0,15.3039,0.979688
1649336785,3,0,0,3293224,2748,528016,0,0,0,0,59620,147858,1,17,82,0,0,15.7066,1.00547
1649336799,3,0,0,3292688,2756,528008,0,0,0,0,42383,125359,6,21,73,0,0,15.7066,0.994922
1649336813,4,0,0,3292944,2764,528008,0,0,0,0,57717,142850,2,27,72,0,0,14.9012,0.966797
1649336827,3,0,0,3293540,2772,528008,0,0,0,0,58452,143677,1,19,80,0,0,15.3039,0.966797
1649336841,3,0,0,3292740,2780,528008,0,0,0,0,59019,145894,1,17,82,0,0,18.9285,1.21172
1649336855,4,0,0,3292472,2788,528016,0,0,0,0,57898,143438,2,24,74,0,0,14.2971,0.915234
1649336869,6,0,0,3292156,2796,528056,0,0,0,0,53570,136882,5,23,71,0,0,15.7066,1.00547
1649336883,0,0,0,3292676,2804,528048,0,0,0,0,43961,125624,1,16,82,0,0,14.9012,0.953906
1649336897,4,0,0,3292676,2812,528048,0,0,0,0,32963,113838,2,20,78,0,0,15.3039,0.979688
1649336911,4,0,0,3292748,2820,528024,0,0,0,0,58607,144451,1,26,72,0,0,15.3039,0.979688
1649336925,2,0,0,3292644,2828,528016,0,0,0,0,57578,142677,2,21,77,0,0,15.3039,0.953906
1649336939,4,0,0,3291608,2836,528020,0,0,0,0,55941,139370,5,22,73,0,0,15.5053,0.992578
1649336953,2,0,0,3292740,2844,528016,0,0,0,0,43254,127396,2,21,77,0,0,14.4984,0.941016
1649336967,2,0,0,3293096,2852,528008,0,0,0,0,57659,142363,2,22,76,0,0,19.1299,1.22461
1649336981,4,0,0,3292256,2860,528008,0,0,0,0,57943,143440,2,23,75,0,0,15.5053,0.979688
1649336995,3,0,0,3291996,2868,528008,0,0,0,0,58445,143607,1,18,80,0,0,15.5053,0.992578
1649337009,2,0,0,3292208,2876,528008,0,0,0,0,54129,135420,4,23,73,0,0,15.5053,0.979688
1649337023,0,0,0,3292460,2884,528008,0,0,0,0,43501,127717,1,16,83,0,0,15.3039,0.966797
1649337037,4,0,0,3292444,2892,528008,0,0,0,0,57869,143457,1,17,82,0,0,15.3039,0.966797
1649337051,3,0,0,3292012,2900,528024,0,0,0,0,57938,143607,2,18,80,0,0,15.5053,0.992578
1649337065,2,0,0,3292532,2908,528016,0,0,0,0,57572,142152,1,17,81,0,0,15.3039,0.979688
1649337079,0,0,0,3293248,2916,528016,0,0,0,0,43339,127151,5,20,75,0,0,15.5053,0.992578
1649337093,2,0,0,3293608,2924,528024,0,0,0,0,58431,143556,1,23,76,0,0,14.9012,0.953906
1649337107,0,0,0,3293348,2932,528024,0,0,0,0,43437,127737,1,18,81,0,0,15.5053,0.979688
1649337121,5,0,0,3293608,2940,528024,0,0,0,0,57563,141970,2,22,76,0,0,15.3039,0.979688
